Data zamówienia	Kraj odbiorcy	Cena jednostkowa	Iloœæ	Nazwa produktu	Nazwisko	Stanowisko	Region
05.09.1997	Niemcy	13,00 z³	70	Original Frankfurter grüne Soße	Peacock	Przedstawiciel handlowy	WA
05.09.1997	Brazylia	15,00 z³	40	Outback Lager	King	Przedstawiciel handlowy	
05.09.1997	Brazylia	12,50 z³	20	Gorgonzola Telino	King	Przedstawiciel handlowy	
05.09.1997	Niemcy	34,00 z³	55	Camembert Pierrot	Peacock	Przedstawiciel handlowy	WA
05.09.1997	Brazylia	18,40 z³	24	Boston Crab Meat	King	Przedstawiciel handlowy	
05.09.1997	Niemcy	10,00 z³	60	Sir Rodney's Scones	Peacock	Przedstawiciel handlowy	WA
05.09.1997	Niemcy	18,40 z³	70	Boston Crab Meat	Peacock	Przedstawiciel handlowy	WA
08.09.1997	USA	81,00 z³	21	Sir Rodney's Marmalade	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
09.09.1997	USA	12,50 z³	10	Scottish Longbreads	Leverling	Przedstawiciel handlowy	WA
09.09.1997	Irlandia	13,25 z³	49	Escargots de Bourgogne	King	Przedstawiciel handlowy	
09.09.1997	Irlandia	18,00 z³	3	Chartreuse verte	King	Przedstawiciel handlowy	
10.09.1997	Portugalia	38,00 z³	12	Gnocchi di nonna Alice	Davolio	Przedstawiciel handlowy	WA
10.09.1997	Francja	14,00 z³	30	Singaporean Hokkien Fried Mee	Fuller	Wiceprezes ds. sprzeda¿y	WA
10.09.1997	Portugalia	21,05 z³	15	Louisiana Fiery Hot Pepper Sauce	Davolio	Przedstawiciel handlowy	WA
10.09.1997	Francja	53,00 z³	20	Manjimup Dried Apples	Fuller	Wiceprezes ds. sprzeda¿y	WA
10.09.1997	Francja	18,40 z³	30	Boston Crab Meat	Fuller	Wiceprezes ds. sprzeda¿y	WA
10.09.1997	Portugalia	31,00 z³	24	Ikura	Davolio	Przedstawiciel handlowy	WA
11.09.1997	USA	18,00 z³	10	Lakkalikööri	Davolio	Przedstawiciel handlowy	WA
11.09.1997	USA	53,00 z³	20	Manjimup Dried Apples	Davolio	Przedstawiciel handlowy	WA
11.09.1997	USA	55,00 z³	1	Raclette Courdavault	Davolio	Przedstawiciel handlowy	WA
12.09.1997	Szwajcaria	123,79 z³	36	Thüringer Rostbratwurst	King	Przedstawiciel handlowy	
12.09.1997	Austria	36,00 z³	45	Gudbrandsdalsost	King	Przedstawiciel handlowy	
12.09.1997	Szwajcaria	21,05 z³	10	Louisiana Fiery Hot Pepper Sauce	King	Przedstawiciel handlowy	
12.09.1997	Austria	21,50 z³	14	Flotemysost	King	Przedstawiciel handlowy	
15.09.1997	Niemcy	33,25 z³	15	Wimmers gute Semmelknödel	Davolio	Przedstawiciel handlowy	WA
15.09.1997	Dania	19,00 z³	30	Inlagd Sill	Fuller	Wiceprezes ds. sprzeda¿y	WA
15.09.1997	Niemcy	12,50 z³	8	Gorgonzola Telino	Davolio	Przedstawiciel handlowy	WA
15.09.1997	Niemcy	24,00 z³	4	Pâte chinois	Davolio	Przedstawiciel handlowy	WA
16.09.1997	Niemcy	14,00 z³	25	Laughing Lumberjack Lager	Peacock	Przedstawiciel handlowy	WA
16.09.1997	Niemcy	15,00 z³	50	Röd Kaviar	Peacock	Przedstawiciel handlowy	WA
16.09.1997	Niemcy	12,00 z³	60	Spegesild	Peacock	Przedstawiciel handlowy	WA
16.09.1997	Niemcy	9,00 z³	32	Tunnbröd	Peacock	Przedstawiciel handlowy	WA
16.09.1997	Niemcy	7,75 z³	25	Rhönbräu Klosterbier	Peacock	Przedstawiciel handlowy	WA
17.09.1997	Francja	21,05 z³	12	Louisiana Fiery Hot Pepper Sauce	Davolio	Przedstawiciel handlowy	WA
17.09.1997	Francja	17,45 z³	10	Pavlova	Davolio	Przedstawiciel handlowy	WA
17.09.1997	Szwecja	21,50 z³	12	Flotemysost	Dodsworth	Przedstawiciel handlowy	
17.09.1997	Szwecja	263,50 z³	15	Côte de Blaye	Dodsworth	Przedstawiciel handlowy	
17.09.1997	Francja	49,30 z³	10	Tarte au sucre	Davolio	Przedstawiciel handlowy	WA
18.09.1997	Finlandia	17,45 z³	3	Pavlova	Fuller	Wiceprezes ds. sprzeda¿y	WA
18.09.1997	Wielka Brytania	9,00 z³	5	Tunnbröd	Peacock	Przedstawiciel handlowy	WA
18.09.1997	Finlandia	14,00 z³	6	Singaporean Hokkien Fried Mee	Fuller	Wiceprezes ds. sprzeda¿y	WA
18.09.1997	Finlandia	46,00 z³	6	Ipoh Coffee	Fuller	Wiceprezes ds. sprzeda¿y	WA
19.09.1997	Niemcy	32,80 z³	10	Perth Pasties	Buchanan	Dyrektor ds. sprzeda¿y	
19.09.1997	Niemcy	13,25 z³	30	Escargots de Bourgogne	Buchanan	Dyrektor ds. sprzeda¿y	
19.09.1997	Niemcy	23,25 z³	30	Tofu	Buchanan	Dyrektor ds. sprzeda¿y	
22.09.1997	Meksyk	31,00 z³	2	Ikura	Fuller	Wiceprezes ds. sprzeda¿y	WA
22.09.1997	Meksyk	2,50 z³	8	Geitost	Davolio	Przedstawiciel handlowy	WA
22.09.1997	Meksyk	19,45 z³	21	Gula Malacca	Fuller	Wiceprezes ds. sprzeda¿y	WA
22.09.1997	Meksyk	31,23 z³	30	Gumbär Gummibärchen	Davolio	Przedstawiciel handlowy	WA
22.09.1997	Meksyk	9,20 z³	7	Teatime Chocolate Biscuits	Fuller	Wiceprezes ds. sprzeda¿y	WA
23.09.1997	USA	7,45 z³	30	Tourtiere	King	Przedstawiciel handlowy	
23.09.1997	USA	38,00 z³	100	Queso Manchego La Pastora	King	Przedstawiciel handlowy	
23.09.1997	Francja	55,00 z³	12	Raclette Courdavault	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
23.09.1997	USA	2,50 z³	30	Geitost	King	Przedstawiciel handlowy	
23.09.1997	USA	9,65 z³	120	Jack's New England Clam Chowder	King	Przedstawiciel handlowy	
24.09.1997	USA	14,00 z³	40	Singaporean Hokkien Fried Mee	Davolio	Przedstawiciel handlowy	WA
24.09.1997	USA	17,45 z³	50	Pavlova	Davolio	Przedstawiciel handlowy	WA
24.09.1997	USA	12,50 z³	20	Gorgonzola Telino	Davolio	Przedstawiciel handlowy	WA
25.09.1997	USA	9,20 z³	30	Teatime Chocolate Biscuits	Leverling	Przedstawiciel handlowy	WA
25.09.1997	USA	10,00 z³	12	Sir Rodney's Scones	Leverling	Przedstawiciel handlowy	WA
25.09.1997	Meksyk	2,50 z³	30	Geitost	Leverling	Przedstawiciel handlowy	WA
25.09.1997	Meksyk	7,75 z³	30	Rhönbräu Klosterbier	Leverling	Przedstawiciel handlowy	WA
25.09.1997	Meksyk	17,00 z³	4	Louisiana Hot Spiced Okra	Leverling	Przedstawiciel handlowy	WA
25.09.1997	USA	33,25 z³	28	Wimmers gute Semmelknödel	Leverling	Przedstawiciel handlowy	WA
26.09.1997	Niemcy	9,50 z³	40	Zaanse koeken	Leverling	Przedstawiciel handlowy	WA
26.09.1997	Niemcy	18,40 z³	20	Boston Crab Meat	Leverling	Przedstawiciel handlowy	WA
26.09.1997	Niemcy	34,00 z³	30	Camembert Pierrot	Leverling	Przedstawiciel handlowy	WA
26.09.1997	Francja	7,00 z³	9	Filo Mix	Fuller	Wiceprezes ds. sprzeda¿y	WA
29.09.1997	Brazylia	9,50 z³	15	Zaanse koeken	Peacock	Przedstawiciel handlowy	WA
29.09.1997	Brazylia	31,00 z³	20	Ikura	Peacock	Przedstawiciel handlowy	WA
29.09.1997	Brazylia	9,65 z³	4	Jack's New England Clam Chowder	Peacock	Przedstawiciel handlowy	WA
30.09.1997	Austria	31,23 z³	15	Gumbär Gummibärchen	Fuller	Wiceprezes ds. sprzeda¿y	WA
30.09.1997	Irlandia	97,00 z³	50	Mishi Kobe Niku	Dodsworth	Przedstawiciel handlowy	
30.09.1997	Austria	39,00 z³	30	Alice Mutton	Fuller	Wiceprezes ds. sprzeda¿y	WA
30.09.1997	Irlandia	123,79 z³	10	Thüringer Rostbratwurst	Dodsworth	Przedstawiciel handlowy	
30.09.1997	Irlandia	19,00 z³	6	Inlagd Sill	Dodsworth	Przedstawiciel handlowy	
01.10.1997	Dania	31,00 z³	18	Ikura	Peacock	Przedstawiciel handlowy	WA
01.10.1997	Dania	14,00 z³	14	Sasquatch Ale	Peacock	Przedstawiciel handlowy	WA
01.10.1997	Szwecja	18,00 z³	35	Chai	Davolio	Przedstawiciel handlowy	WA
01.10.1997	Dania	45,60 z³	60	Rössle Sauerkraut	Peacock	Przedstawiciel handlowy	WA
02.10.1997	Brazylia	13,00 z³	30	Original Frankfurter grüne Soße	Davolio	Przedstawiciel handlowy	WA
02.10.1997	Brazylia	38,00 z³	20	Gnocchi di nonna Alice	Davolio	Przedstawiciel handlowy	WA
03.10.1997	Niemcy	46,00 z³	40	Ipoh Coffee	Fuller	Wiceprezes ds. sprzeda¿y	WA
03.10.1997	Niemcy	123,79 z³	40	Thüringer Rostbratwurst	Fuller	Wiceprezes ds. sprzeda¿y	WA
03.10.1997	Niemcy	49,30 z³	48	Tarte au sucre	Fuller	Wiceprezes ds. sprzeda¿y	WA
03.10.1997	Niemcy	43,90 z³	20	Vegie-spread	Peacock	Przedstawiciel handlowy	WA
03.10.1997	Niemcy	18,00 z³	30	Chai	Fuller	Wiceprezes ds. sprzeda¿y	WA
03.10.1997	Niemcy	19,45 z³	24	Gula Malacca	Fuller	Wiceprezes ds. sprzeda¿y	WA
06.10.1997	USA	7,45 z³	60	Tourtiere	Leverling	Przedstawiciel handlowy	WA
06.10.1997	USA	97,00 z³	6	Mishi Kobe Niku	Leverling	Przedstawiciel handlowy	WA
06.10.1997	USA	36,00 z³	30	Gudbrandsdalsost	Leverling	Przedstawiciel handlowy	WA
06.10.1997	Niemcy	55,00 z³	25	Raclette Courdavault	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
06.10.1997	Niemcy	30,00 z³	90	Uncle Bob's Organic Dried Pears	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
06.10.1997	USA	15,00 z³	15	Röd Kaviar	Leverling	Przedstawiciel handlowy	WA
06.10.1997	Niemcy	15,00 z³	50	Outback Lager	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
07.10.1997	Finlandia	40,00 z³	10	Northwoods Cranberry Sauce	King	Przedstawiciel handlowy	
07.10.1997	Finlandia	38,00 z³	4	Queso Manchego La Pastora	King	Przedstawiciel handlowy	
07.10.1997	Finlandia	4,50 z³	20	Guaraná Fantástica	King	Przedstawiciel handlowy	
08.10.1997	Wenezuela	13,25 z³	30	Escargots de Bourgogne	Leverling	Przedstawiciel handlowy	WA
08.10.1997	Wenezuela	15,00 z³	30	Outback Lager	Leverling	Przedstawiciel handlowy	WA
08.10.1997	USA	12,00 z³	18	Spegesild	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
08.10.1997	Wenezuela	9,20 z³	7	Teatime Chocolate Biscuits	Leverling	Przedstawiciel handlowy	WA
08.10.1997	Wenezuela	18,00 z³	9	Steeleye Stout	Leverling	Przedstawiciel handlowy	WA
08.10.1997	USA	39,00 z³	20	Alice Mutton	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
09.10.1997	Austria	21,05 z³	65	Louisiana Fiery Hot Pepper Sauce	Peacock	Przedstawiciel handlowy	WA
09.10.1997	Austria	15,00 z³	8	Outback Lager	Peacock	Przedstawiciel handlowy	WA
09.10.1997	Austria	21,00 z³	15	Queso Cabrales	Peacock	Przedstawiciel handlowy	WA
09.10.1997	Niemcy	9,50 z³	12	Zaanse koeken	Leverling	Przedstawiciel handlowy	WA
09.10.1997	Austria	39,00 z³	8	Alice Mutton	Peacock	Przedstawiciel handlowy	WA
09.10.1997	Austria	123,79 z³	12	Thüringer Rostbratwurst	Peacock	Przedstawiciel handlowy	WA
10.10.1997	USA	21,50 z³	60	Flotemysost	Leverling	Przedstawiciel handlowy	WA
10.10.1997	USA	12,50 z³	40	Scottish Longbreads	Leverling	Przedstawiciel handlowy	WA
10.10.1997	USA	18,00 z³	5	Chai	Leverling	Przedstawiciel handlowy	WA
10.10.1997	USA	14,00 z³	12	Sasquatch Ale	Leverling	Przedstawiciel handlowy	WA
13.10.1997	Niemcy	10,00 z³	6	Aniseed Syrup	Peacock	Przedstawiciel handlowy	WA
13.10.1997	Irlandia	18,00 z³	35	Lakkalikööri	Suyama	Przedstawiciel handlowy	
13.10.1997	Irlandia	55,00 z³	42	Raclette Courdavault	Suyama	Przedstawiciel handlowy	
13.10.1997	Irlandia	21,50 z³	20	Flotemysost	Suyama	Przedstawiciel handlowy	
13.10.1997	Niemcy	18,00 z³	15	Lakkalikööri	Peacock	Przedstawiciel handlowy	WA
14.10.1997	Brazylia	4,50 z³	35	Guaraná Fantástica	Suyama	Przedstawiciel handlowy	
14.10.1997	Szwecja	15,00 z³	35	Röd Kaviar	Suyama	Przedstawiciel handlowy	
14.10.1997	Brazylia	22,00 z³	6	Chef Anton's Cajun Seasoning	Suyama	Przedstawiciel handlowy	
14.10.1997	Szwecja	55,00 z³	35	Raclette Courdavault	Suyama	Przedstawiciel handlowy	
14.10.1997	Szwecja	19,00 z³	5	Chang	Suyama	Przedstawiciel handlowy	
14.10.1997	Brazylia	12,75 z³	24	Chocolade	Suyama	Przedstawiciel handlowy	
15.10.1997	Wenezuela	12,50 z³	20	Gorgonzola Telino	Dodsworth	Przedstawiciel handlowy	
15.10.1997	Wenezuela	32,00 z³	4	Mascarpone Fabioli	Dodsworth	Przedstawiciel handlowy	
16.10.1997	Wielka Brytania	15,00 z³	28	Outback Lager	Peacock	Przedstawiciel handlowy	WA
16.10.1997	Wielka Brytania	24,00 z³	21	Pâte chinois	Peacock	Przedstawiciel handlowy	WA
16.10.1997	Wielka Brytania	19,50 z³	40	Ravioli Angelo	Peacock	Przedstawiciel handlowy	WA
16.10.1997	USA	46,00 z³	24	Ipoh Coffee	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
16.10.1997	USA	55,00 z³	8	Raclette Courdavault	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
16.10.1997	USA	17,45 z³	20	Pavlova	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
17.10.1997	Brazylia	34,00 z³	10	Camembert Pierrot	Davolio	Przedstawiciel handlowy	WA
17.10.1997	USA	21,35 z³	4	Chef Anton's Gumbo Mix	Suyama	Przedstawiciel handlowy	
17.10.1997	Brazylia	53,00 z³	28	Manjimup Dried Apples	Davolio	Przedstawiciel handlowy	WA
17.10.1997	Brazylia	40,00 z³	40	Northwoods Cranberry Sauce	Davolio	Przedstawiciel handlowy	WA
17.10.1997	USA	19,00 z³	5	Inlagd Sill	Suyama	Przedstawiciel handlowy	
20.10.1997	W³ochy	9,20 z³	5	Teatime Chocolate Biscuits	Davolio	Przedstawiciel handlowy	WA
20.10.1997	W³ochy	9,50 z³	5	Zaanse koeken	Davolio	Przedstawiciel handlowy	WA
21.10.1997	Irlandia	32,80 z³	3	Perth Pasties	Leverling	Przedstawiciel handlowy	WA
21.10.1997	Irlandia	38,00 z³	30	Gnocchi di nonna Alice	Leverling	Przedstawiciel handlowy	WA
21.10.1997	USA	9,65 z³	42	Jack's New England Clam Chowder	Buchanan	Dyrektor ds. sprzeda¿y	
21.10.1997	USA	32,80 z³	120	Perth Pasties	Buchanan	Dyrektor ds. sprzeda¿y	
21.10.1997	USA	9,20 z³	12	Teatime Chocolate Biscuits	Buchanan	Dyrektor ds. sprzeda¿y	
22.10.1997	USA	31,23 z³	30	Gumbär Gummibärchen	Davolio	Przedstawiciel handlowy	WA
22.10.1997	USA	9,50 z³	50	Zaanse koeken	Buchanan	Dyrektor ds. sprzeda¿y	
22.10.1997	USA	39,00 z³	27	Alice Mutton	Buchanan	Dyrektor ds. sprzeda¿y	
22.10.1997	USA	38,00 z³	18	Gnocchi di nonna Alice	Buchanan	Dyrektor ds. sprzeda¿y	
22.10.1997	USA	19,00 z³	30	Chang	Buchanan	Dyrektor ds. sprzeda¿y	
22.10.1997	USA	9,50 z³	110	Rogede sild	Davolio	Przedstawiciel handlowy	WA
22.10.1997	USA	12,00 z³	24	Spegesild	Davolio	Przedstawiciel handlowy	WA
22.10.1997	USA	13,25 z³	12	Escargots de Bourgogne	Buchanan	Dyrektor ds. sprzeda¿y	
22.10.1997	USA	31,00 z³	18	Ikura	Davolio	Przedstawiciel handlowy	WA
23.10.1997	Francja	21,50 z³	30	Flotemysost	Leverling	Przedstawiciel handlowy	WA
23.10.1997	Francja	31,00 z³	21	Ikura	Leverling	Przedstawiciel handlowy	WA
24.10.1997	Niemcy	10,00 z³	32	Sir Rodney's Scones	Davolio	Przedstawiciel handlowy	WA
24.10.1997	Niemcy	7,45 z³	15	Tourtiere	Davolio	Przedstawiciel handlowy	WA
24.10.1997	Argentyna	53,00 z³	7	Manjimup Dried Apples	Peacock	Przedstawiciel handlowy	WA
24.10.1997	Argentyna	28,50 z³	10	Sirop d'érable	Peacock	Przedstawiciel handlowy	WA
24.10.1997	Niemcy	36,00 z³	25	Gudbrandsdalsost	Davolio	Przedstawiciel handlowy	WA
24.10.1997	Argentyna	10,00 z³	5	Sir Rodney's Scones	Peacock	Przedstawiciel handlowy	WA
27.10.1997	Niemcy	19,00 z³	40	Inlagd Sill	Davolio	Przedstawiciel handlowy	WA
27.10.1997	Niemcy	49,30 z³	20	Tarte au sucre	Davolio	Przedstawiciel handlowy	WA
27.10.1997	Niemcy	38,00 z³	36	Queso Manchego La Pastora	Davolio	Przedstawiciel handlowy	WA
27.10.1997	USA	62,50 z³	12	Carnarvon Tigers	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
27.10.1997	USA	7,45 z³	40	Tourtiere	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
27.10.1997	USA	25,89 z³	3	Nord-Ost Matjeshering	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
27.10.1997	Niemcy	17,45 z³	20	Pavlova	Davolio	Przedstawiciel handlowy	WA
28.10.1997	Brazylia	18,00 z³	21	Steeleye Stout	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
28.10.1997	Brazylia	21,50 z³	8	Flotemysost	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
29.10.1997	USA	19,00 z³	3	Chang	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
29.10.1997	Niemcy	19,45 z³	50	Gula Malacca	Buchanan	Dyrektor ds. sprzeda¿y	
29.10.1997	USA	12,50 z³	45	Scottish Longbreads	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
29.10.1997	USA	12,50 z³	50	Gorgonzola Telino	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
29.10.1997	USA	7,75 z³	42	Rhönbräu Klosterbier	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
30.10.1997	Kanada	31,00 z³	16	Ikura	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
30.10.1997	USA	31,23 z³	15	Gumbär Gummibärchen	Leverling	Przedstawiciel handlowy	WA
30.10.1997	Kanada	28,50 z³	5	Sirop d'érable	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
31.10.1997	Brazylia	7,00 z³	4	Filo Mix	Peacock	Przedstawiciel handlowy	WA
31.10.1997	Brazylia	24,00 z³	6	Pâte chinois	Peacock	Przedstawiciel handlowy	WA
31.10.1997	Brazylia	9,65 z³	12	Jack's New England Clam Chowder	Peacock	Przedstawiciel handlowy	WA
03.11.1997	W³ochy	55,00 z³	10	Raclette Courdavault	Fuller	Wiceprezes ds. sprzeda¿y	WA
03.11.1997	W³ochy	38,00 z³	10	Gnocchi di nonna Alice	Fuller	Wiceprezes ds. sprzeda¿y	WA
03.11.1997	Wielka Brytania	21,00 z³	5	Queso Cabrales	Peacock	Przedstawiciel handlowy	WA
03.11.1997	W³ochy	39,00 z³	20	Alice Mutton	Fuller	Wiceprezes ds. sprzeda¿y	WA
03.11.1997	Wielka Brytania	22,00 z³	25	Chef Anton's Cajun Seasoning	Peacock	Przedstawiciel handlowy	WA
04.11.1997	Brazylia	34,00 z³	15	Camembert Pierrot	Peacock	Przedstawiciel handlowy	WA
04.11.1997	Brazylia	24,00 z³	12	Pâte chinois	Peacock	Przedstawiciel handlowy	WA
04.11.1997	Brazylia	18,40 z³	6	Boston Crab Meat	Peacock	Przedstawiciel handlowy	WA
04.11.1997	Wenezuela	18,00 z³	50	Chai	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
04.11.1997	Brazylia	25,89 z³	15	Nord-Ost Matjeshering	Peacock	Przedstawiciel handlowy	WA
04.11.1997	Wenezuela	10,00 z³	30	Sir Rodney's Scones	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
04.11.1997	Wenezuela	16,25 z³	40	Valkoinen suklaa	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
05.11.1997	Francja	17,45 z³	15	Pavlova	Buchanan	Dyrektor ds. sprzeda¿y	
05.11.1997	Francja	21,05 z³	10	Louisiana Fiery Hot Pepper Sauce	Buchanan	Dyrektor ds. sprzeda¿y	
05.11.1997	Francja	12,50 z³	3	Gorgonzola Telino	Buchanan	Dyrektor ds. sprzeda¿y	
06.11.1997	Szwajcaria	10,00 z³	40	Sir Rodney's Scones	King	Przedstawiciel handlowy	
06.11.1997	Francja	18,00 z³	20	Lakkalikööri	Leverling	Przedstawiciel handlowy	WA
06.11.1997	Szwajcaria	53,00 z³	30	Manjimup Dried Apples	King	Przedstawiciel handlowy	
07.11.1997	Szwecja	45,60 z³	20	Rössle Sauerkraut	Davolio	Przedstawiciel handlowy	WA
07.11.1997	Szwecja	23,25 z³	16	Tofu	Davolio	Przedstawiciel handlowy	WA
07.11.1997	Brazylia	18,00 z³	20	Lakkalikööri	Fuller	Wiceprezes ds. sprzeda¿y	WA
07.11.1997	Brazylia	25,89 z³	15	Nord-Ost Matjeshering	Fuller	Wiceprezes ds. sprzeda¿y	WA
07.11.1997	Brazylia	25,00 z³	30	Grandma's Boysenberry Spread	Fuller	Wiceprezes ds. sprzeda¿y	WA
07.11.1997	Szwecja	7,00 z³	25	Filo Mix	Davolio	Przedstawiciel handlowy	WA
10.11.1997	USA	28,50 z³	20	Sirop d'érable	Suyama	Przedstawiciel handlowy	
10.11.1997	USA	13,00 z³	2	Original Frankfurter grüne Soße	Suyama	Przedstawiciel handlowy	
11.11.1997	Irlandia	21,05 z³	40	Louisiana Fiery Hot Pepper Sauce	Dodsworth	Przedstawiciel handlowy	
11.11.1997	Francja	6,00 z³	4	Konbu	Fuller	Wiceprezes ds. sprzeda¿y	WA
11.11.1997	Francja	9,65 z³	12	Jack's New England Clam Chowder	Fuller	Wiceprezes ds. sprzeda¿y	WA
11.11.1997	Irlandia	7,75 z³	20	Rhönbräu Klosterbier	Dodsworth	Przedstawiciel handlowy	
12.11.1997	Francja	19,00 z³	6	Inlagd Sill	Leverling	Przedstawiciel handlowy	WA
12.11.1997	Francja	7,00 z³	18	Filo Mix	Leverling	Przedstawiciel handlowy	WA
12.11.1997	Francja	17,45 z³	3	Pavlova	Fuller	Wiceprezes ds. sprzeda¿y	WA
13.11.1997	USA	45,60 z³	5	Rössle Sauerkraut	Peacock	Przedstawiciel handlowy	WA
13.11.1997	USA	38,00 z³	14	Gnocchi di nonna Alice	Peacock	Przedstawiciel handlowy	WA
13.11.1997	USA	18,00 z³	35	Steeleye Stout	Peacock	Przedstawiciel handlowy	WA
13.11.1997	USA	9,50 z³	40	Rogede sild	Peacock	Przedstawiciel handlowy	WA
14.11.1997	Kanada	34,80 z³	35	Mozzarella di Giovanni	Leverling	Przedstawiciel handlowy	WA
14.11.1997	Wielka Brytania	19,00 z³	15	Chang	Peacock	Przedstawiciel handlowy	WA
14.11.1997	Kanada	34,00 z³	50	Camembert Pierrot	Leverling	Przedstawiciel handlowy	WA
14.11.1997	Kanada	10,00 z³	20	Aniseed Syrup	Leverling	Przedstawiciel handlowy	WA
17.11.1997	Dania	18,40 z³	50	Boston Crab Meat	Suyama	Przedstawiciel handlowy	
17.11.1997	Wielka Brytania	12,00 z³	28	Spegesild	Davolio	Przedstawiciel handlowy	WA
18.11.1997	Niemcy	62,50 z³	24	Carnarvon Tigers	Dodsworth	Przedstawiciel handlowy	
18.11.1997	Niemcy	55,00 z³	45	Raclette Courdavault	Dodsworth	Przedstawiciel handlowy	
18.11.1997	Niemcy	19,45 z³	16	Gula Malacca	Dodsworth	Przedstawiciel handlowy	
18.11.1997	Niemcy	34,80 z³	7	Mozzarella di Giovanni	Dodsworth	Przedstawiciel handlowy	
19.11.1997	Szwajcaria	14,00 z³	28	Singaporean Hokkien Fried Mee	Davolio	Przedstawiciel handlowy	WA
19.11.1997	Austria	43,90 z³	9	Vegie-spread	Suyama	Przedstawiciel handlowy	
19.11.1997	Szwajcaria	36,00 z³	40	Gudbrandsdalsost	Davolio	Przedstawiciel handlowy	WA
19.11.1997	Austria	9,65 z³	35	Jack's New England Clam Chowder	Suyama	Przedstawiciel handlowy	
19.11.1997	Szwajcaria	6,00 z³	6	Konbu	Davolio	Przedstawiciel handlowy	WA
19.11.1997	Austria	12,50 z³	8	Gorgonzola Telino	Suyama	Przedstawiciel handlowy	
19.11.1997	Szwajcaria	49,30 z³	9	Tarte au sucre	Davolio	Przedstawiciel handlowy	WA
19.11.1997	Austria	36,00 z³	30	Gudbrandsdalsost	Suyama	Przedstawiciel handlowy	
20.11.1997	USA	9,00 z³	44	Tunnbröd	Leverling	Przedstawiciel handlowy	WA
20.11.1997	USA	38,00 z³	28	Gnocchi di nonna Alice	Leverling	Przedstawiciel handlowy	WA
20.11.1997	Wielka Brytania	55,00 z³	6	Raclette Courdavault	Peacock	Przedstawiciel handlowy	WA
20.11.1997	Wielka Brytania	18,00 z³	10	Lakkalikööri	Peacock	Przedstawiciel handlowy	WA
20.11.1997	Wielka Brytania	38,00 z³	15	Gnocchi di nonna Alice	Peacock	Przedstawiciel handlowy	WA
20.11.1997	USA	18,40 z³	40	Boston Crab Meat	Leverling	Przedstawiciel handlowy	WA
21.11.1997	Finlandia	9,50 z³	40	Rogede sild	Dodsworth	Przedstawiciel handlowy	
21.11.1997	Finlandia	55,00 z³	25	Raclette Courdavault	Dodsworth	Przedstawiciel handlowy	
21.11.1997	Finlandia	23,25 z³	5	Tofu	Dodsworth	Przedstawiciel handlowy	
24.11.1997	Szwajcaria	15,00 z³	15	Röd Kaviar	Leverling	Przedstawiciel handlowy	WA
24.11.1997	Szwajcaria	31,23 z³	12	Gumbär Gummibärchen	Leverling	Przedstawiciel handlowy	WA
24.11.1997	Szwajcaria	25,89 z³	30	Nord-Ost Matjeshering	Leverling	Przedstawiciel handlowy	WA
24.11.1997	Wielka Brytania	18,00 z³	8	Chai	Fuller	Wiceprezes ds. sprzeda¿y	WA
24.11.1997	Szwajcaria	16,25 z³	20	Valkoinen suklaa	Leverling	Przedstawiciel handlowy	WA
24.11.1997	Wielka Brytania	36,00 z³	3	Gudbrandsdalsost	Fuller	Wiceprezes ds. sprzeda¿y	WA
25.11.1997	W³ochy	9,50 z³	4	Rogede sild	Leverling	Przedstawiciel handlowy	WA
25.11.1997	W³ochy	10,00 z³	5	Longlife Tofu	Leverling	Przedstawiciel handlowy	WA
25.11.1997	W³ochy	18,40 z³	3	Boston Crab Meat	Suyama	Przedstawiciel handlowy	
26.11.1997	Francja	9,50 z³	30	Zaanse koeken	Peacock	Przedstawiciel handlowy	WA
26.11.1997	Francja	19,50 z³	14	Ravioli Angelo	Peacock	Przedstawiciel handlowy	WA
26.11.1997	Francja	38,00 z³	30	Gnocchi di nonna Alice	Peacock	Przedstawiciel handlowy	WA
